budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.50-50themovie.com/,40807,"[{""id"": 437, ""name"": ""painter""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 2726, ""name"": ""therapist""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 11268, ""name"": ""psychologist""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 14781, ""name"": ""patient""}, {""id"": 163699, ""name"": ""vomiting""}, {""id"": 172345, ""name"": ""driver's license""}, {""id"": 220363, ""name"": ""chemotherapy""}, {""id"": 222812, ""name"": ""therapist patient relationship""}]",en,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease.",33.372828000000005,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mandate Pictures"", ""id"": 771}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-09-30,39187783,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It takes a pair to beat the odds.,50/50,7.0,1261
8000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.akeelahandthebee.com/splash.html,13751,"[{""id"": 577, ""name"": ""black people""}, {""id"": 11145, ""name"": ""spelling""}, {""id"": 11146, ""name"": ""spelling bee""}]",en,Akeelah and the Bee,"Eleven year-old Akeelah Anderson's life is not easy: her father is dead, her mom ignores her, her brother runs with the local gangbangers. She's smart, but her environment threatens to strangle her aspirations. Responding to a threat by her school's principal, Akeelah participates in a spelling bee to avoid detention for her many absences. Much to her surprise and embarrassment, she wins. Her principal asks her to seek coaching from an English professor named Dr. Larabee for the more prestigious regional bee. As the possibility of making it all the way to the Scripps National Spelling Bee looms, Akeelah could provide her community with someone to rally around and be proud of -- but only if she can overcome her insecurities and her distracting home life. She also must get past Dr. Larabee's demons, and a field of more experienced and privileged fellow spellers.",4.932893,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Out of the Blue... Entertainment"", ""id"": 879}, {""name"": ""Starbucks Entertainment"", ""id"": 1708}, {""name"": ""Cinema Gypsy Productions"", ""id"": 5227}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-04-28,18948425,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Changing the world... one word at a time.,Akeelah and the Bee,6.7,81
8000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.newintownmovie.com/,14536,"[{""id"": 1360, ""name"": ""minnesota""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 3681, ""name"": ""economy""}, {""id"": 3704, ""name"": ""plants""}, {""id"": 4459, ""name"": ""vegetarian""}, {""id"": 9673, ""name"": ""love""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 33585, ""name"": ""labor""}, {""id"": 163919, ""name"": ""manufacturing""}, {""id"": 188606, ""name"": ""middle america""}, {""id"": 188607, ""name"": ""rube""}, {""id"": 188608, ""name"": ""ice fishing""}]",en,New in Town,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment – in the middle of nowhere – to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straight-forward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",13.987772,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Edmonds Entertainment Group (EEG)"", ""id"": 2923}, {""name"": ""Epidemic Pictures"", ""id"": 2924}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Gold Circle Films"", ""id"": 12026}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-01-30,29010817,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,She's an executive on the move. But her career is taking her a little farther than she expected.,New in Town,5.2,99
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.sonypictures.com/movies/boondocksaints2/,22821,"[{""id"": 1680, ""name"": ""boston""}, {""id"": 3020, ""name"": ""sheep""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 14985, ""name"": ""ireland""}]",en,The Boondock Saints II: All Saints Day,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",13.517017000000001,"[{""name"": ""Chris Brinker Productions"", ""id"": 2461}, {""name"": ""Stage 6 Films"", ""id"": 11341}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-11-24,10629321,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Saints Are Calling,The Boondock Saints II: All Saints Day,5.9,261
8000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://letsnotandsaywedid.com/,37735,"[{""id"": 2251, ""name"": ""lie""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10873, ""name"": ""school""}, {""id"": 11870, ""name"": ""teen movie""}, {""id"": 189868, ""name"": ""rumor""}]",en,Easy A,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",45.395839,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Olive Bridge Entertainment"", ""id"": 7291}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-10,74952305,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The rumour-filled totally false account of how I ruined my flawless reputation.,Easy A,6.7,2210
8000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://disney.go.com/disneypictures/prom/index.html#home,51588,"[{""id"": 641, ""name"": ""single parent""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 2098, ""name"": ""fountain""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 10266, ""name"": ""prom""}, {""id"": 15201, ""name"": ""music fan""}]",en,Prom,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.",11.837067,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Rickshaw Productions"", ""id"": 2201}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-04-29,10130000,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"There are hundreds of nights in high school, but there’s only one prom.",Prom,5.7,134
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://focusfeatures.com/its_kind_of_a_funny_story,43923,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 894, ""name"": ""depression""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 11870, ""name"": ""teen movie""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 156851, ""name"": ""psychiatric ward""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",en,It's Kind of a Funny Story,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,13.143045,"[{""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-06,6491240,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes what's in your head isn't as crazy as you think.,It's Kind of a Funny Story,6.9,672
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.downinthevalleyfilm.com/main.htm,7870,"[{""id"": 957, ""name"": ""indian territory""}, {""id"": 966, ""name"": ""beach""}, {""id"": 5692, ""name"": ""stetson""}, {""id"": 166947, ""name"": ""san fernando valley""}, {""id"": 198141, ""name"": ""strange person""}]",en,Down in the Valley,"On a trip to the beach, a teenage girl named Tobe meets a charismatic stranger named Harlan, who dresses like a cowboy and claims to be a former ranch hand. The pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover.",7.433574,"[{""name"": ""Class 5 Films"", ""id"": 2297}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-05-13,852872,112.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Sometimes it's hard to find your way.,Down in the Valley,5.9,63
8000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",http://www.fidothemovie.com/,10288,"[{""id"": 1950, ""name"": ""vororte""}, {""id"": 4553, ""name"": ""black humor""}, {""id"": 8201, ""name"": ""satire""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 11181, ""name"": ""decapitation""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 206850, ""name"": ""canuxploitation""}]",en,Fido,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.",5.244518,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Astral Media"", ""id"": 2743}, {""name"": ""Anagram Pictures Inc."", ""id"": 4251}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2006-09-07,426224,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Good dead are hard to find,Fido,6.6,135
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.wildtargetmovie.com/,44147,"[{""id"": 212, ""name"": ""london england""}, {""id"": 456, ""name"": ""mother""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 703, ""name"": ""detective""}, {""id"": 782, ""name"": ""assassin""}, {""id"": 2708, ""name"": ""hitman""}, {""id"": 4142, ""name"": ""insomnia""}, {""id"": 4488, ""name"": ""apprentice""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 14893, ""name"": ""art""}, {""id"": 18420, ""name"": ""surveillance""}]",en,Wild Target,"Victor Maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims, Rose. He spares her life, unexpectedly acquiring in the process a young apprentice, Tony. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client",10.791953999999999,"[{""name"": ""Matador Pictures"", ""id"": 707}, {""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""Magic Light Pictures"", ""id"": 5644}, {""name"": ""CinemaNX"", ""id"": 5705}, {""name"": ""Cinema Four"", ""id"": 6984}, {""name"": ""Regent Capital"", ""id"": 12696}, {""name"": ""Entertainment Film Distributors"", ""id"": 23164}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2010-06-17,3453043,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They said 'Take her out'. He got the wrong idea.,Wild Target,6.4,215
7800000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.marsdistribution.com/xml/flash.html?cfilm=46022,302,"[{""id"": 212, ""name"": ""london england""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 515, ""name"": ""women""}, {""id"": 548, ""name"": ""countryside""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1552, ""name"": ""subway""}, {""id"": 1649, ""name"": ""provence""}, {""id"": 1655, ""name"": ""country house""}, {""id"": 1731, ""name"": ""writing""}, {""id"": 1732, ""name"": ""innkeeper""}, {""id"": 2200, ""name"": ""generations confilct""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10818, ""name"": ""author""}, {""id"": 14964, ""name"": ""drug""}]",en,Swimming Pool,"In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.",11.000653999999999,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Fid\u00e9lit\u00e9 Productions"", ""id"": 147}, {""name"": ""Gimages"", ""id"": 148}, {""name"": ""FOZ"", ""id"": 149}, {""name"": ""Headforce Ltd."", ""id"": 150}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2003-05-18,22441323,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,"On the surface, all is calm",Swimming Pool,6.4,153
7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.sonyclassics.com/aneducation/,24684,"[{""id"": 704, ""name"": ""adolescence""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 2796, ""name"": ""self-discovery""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 14720, ""name"": ""love affair""}, {""id"": 14751, ""name"": ""youth""}, {""id"": 18035, ""name"": ""family""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 193548, ""name"": ""teaching the ways of the world""}, {""id"": 206688, ""name"": ""parents and children""}, {""id"": 206715, ""name"": ""love and romance""}, {""id"": 206720, ""name"": ""teenage life""}]",en,An Education,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",16.990308,"[{""name"": ""BBC Films"", ""id"": 288}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-29,26096852,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An education isn't always by the book.,An Education,6.8,409
7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.workandtheglory.com/,36046,[],en,The Work and the Glory,"When Benjamin Steed and Mary Ann Steed relocate their family to upstate New York in the early 1800's, they unwittingly settle in a town divided along religious lines. After their new hired help turns out to be at the center of the uproar, each member of the Steed family must come to terms with their own beliefs in the face of heavy persecution. Together they struggle to weather the raging controversy surrounding a young man named Joseph Smith.",0.571663,[],[],2004-11-24,3347647,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One Man....A Remarkable Vision; One Family....A Desperate Struggle,The Work and the Glory,6.1,7
8000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.extract-the-movie.com/,12569,"[{""id"": 1326, ""name"": ""infidelity""}, {""id"": 3202, ""name"": ""con man""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 12094, ""name"": ""business""}, {""id"": 163919, ""name"": ""manufacturing""}, {""id"": 163925, ""name"": ""industrial accident""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 189361, ""name"": ""sexless marriage""}, {""id"": 209222, ""name"": ""misfortune""}]",en,Extract,"The owner of a factory that produces flavor extracts, Joel Reynold seems to have it all, but really doesn't. What's missing is sexual attention from his wife, Suzie. Joel hatches a convoluted plan to get Suzie to cheat on him, thereby clearing the way for Joel to have an affair with Cindy, an employee. But what Joel doesn't know is that Cindy is a sociopathic con artist, and a freak workplace accident clears the way for her to ruin Joel forever.",14.652342,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-03,10848783,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sticking it to the man has never looked so good.,Extract,5.7,192
